ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
20916,0,0,55,0,-55
20917,0,0,6,0,-6
20918,1,0,76,0,-76
20919,0,0,21,0,-21
20920,0,0,14,0,-14
20921,1,0,3,0,-3
20922,1,0,88,0,-88
20923,1,1,888,1433,545
20924,0,0,123,0,-123
20925,0,0,2,0,-2
20926,1,0,2,0,-2
20927,1,1,72,1485,1413
20928,0,0,8,0,-8
20929,0,0,56,0,-56
20930,1,0,4,0,-4
20931,0,0,27,0,-27
20932,1,0,31,0,-31
20933,1,0,50,0,-50
20934,1,1,191,1235,1044
20935,1,1,512,1286,774
20936,0,0,23,0,-23
20937,1,0,12,0,-12
20938,0,0,95,0,-95
20939,0,0,11,0,-11
20940,0,0,24,0,-24
20941,1,1,1255,2079,824
20942,1,0,94,0,-94
20943,0,0,74,0,-74
20944,1,1,235,1484,1249
20945,1,1,168,1618,1450
20946,0,0,16,0,-16
20947,0,0,49,0,-49
20948,1,0,40,0,-40
20949,0,0,63,0,-63
20950,1,0,81,0,-81
20951,0,0,14,0,-14
20952,1,0,151,0,-151
20953,1,1,360,1223,863
20954,0,0,3,0,-3
20955,0,0,16,0,-16
20956,1,1,51,1612,1561
20957,0,0,16,0,-16
20958,1,1,689,4788,4099
20959,1,1,978,1247,269
20960,0,0,91,0,-91
20961,0,0,23,0,-23
20962,0,0,12,0,-12
20963,1,0,3,0,-3
20964,1,1,757,1456,699
20965,0,0,2,0,-2
20966,1,1,559,1352,793
20967,1,1,3625,1256,-2369
20968,1,1,139,1286,1147
20969,1,1,317,1719,1402
20970,1,1,112,1268,1156
20971,0,0,73,0,-73
20972,1,1,303,1249,946
20973,1,0,59,0,-59
20974,1,0,40,0,-40
20975,1,1,8,1315,1307
20976,1,1,66,1259,1193
20977,1,1,464,1290,826
20978,1,0,124,0,-124
20979,1,1,73,1202,1129
20980,1,1,497,1286,789
20981,1,0,16,0,-16
20982,0,0,105,0,-105
20983,1,0,88,0,-88
20984,0,0,17,0,-17
20985,1,1,120,1299,1179
20986,1,0,6,0,-6
20987,0,0,2,0,-2
20988,1,1,569,1727,1158
20989,0,0,49,0,-49
20990,1,1,2776,1444,-1332
20991,0,0,50,0,-50
20992,1,0,8,0,-8
20993,1,0,55,0,-55
20994,0,0,138,0,-138
20995,1,0,2,0,-2
20996,0,0,3,0,-3
20997,0,0,135,0,-135
20998,0,0,27,0,-27
20999,1,0,107,0,-107
21000,0,0,16,0,-16
21001,1,0,110,0,-110
21002,1,0,106,0,-106
21003,1,1,79,1276,1197
21004,0,0,58,0,-58
21005,1,1,243,1513,1270
21006,1,1,137,1386,1249
21007,0,0,57,0,-57
21008,1,0,12,0,-12
21009,1,0,72,0,-72
21010,0,0,54,0,-54
21011,1,1,400,1405,1005
21012,1,1,229,1374,1145
21013,0,0,35,0,-35
21014,1,0,9,0,-9
21015,1,0,6,0,-6
21016,0,0,54,0,-54
21017,1,0,15,0,-15
21018,0,0,94,0,-94
21019,1,0,34,0,-34
21020,1,0,30,0,-30
21021,1,1,594,1449,855
21022,1,1,521,1360,839
21023,0,0,119,0,-119
21024,0,0,57,0,-57
21025,0,0,24,0,-24
21026,1,0,33,0,-33
21027,1,0,17,0,-17
21028,0,0,10,0,-10
21029,1,0,35,0,-35
21030,1,0,5,0,-5
21031,0,0,42,0,-42
21032,0,0,7,0,-7
21033,1,0,12,0,-12
21034,0,0,37,0,-37
21035,0,0,26,0,-26
21036,0,0,27,0,-27
21037,1,0,1,0,-1
21038,0,0,6,0,-6
21039,0,0,33,0,-33
21040,0,0,14,0,-14
21041,1,1,2007,1248,-759
21042,1,0,71,0,-71
21043,0,0,3,0,-3
21044,1,1,50,2857,2807
21045,1,0,203,0,-203
21046,0,0,42,0,-42
21047,1,0,95,0,-95
21048,0,0,42,0,-42
21049,0,0,45,0,-45
21050,0,0,35,0,-35
21051,1,1,464,1239,775
21052,1,0,64,0,-64
21053,0,0,14,0,-14
21054,0,0,7,0,-7
21055,1,0,343,0,-343
21056,1,1,233,1227,994
21057,0,0,25,0,-25
21058,1,1,256,2327,2071
21059,1,1,342,1299,957
21060,0,0,104,0,-104
21061,1,1,406,1226,820
21062,1,0,66,0,-66
21063,0,0,18,0,-18
21064,0,0,2,0,-2
21065,1,0,23,0,-23
21066,0,0,9,0,-9
21067,0,0,18,0,-18
21068,1,1,265,2534,2269
21069,0,0,143,0,-143
21070,1,0,106,0,-106
21071,1,0,19,0,-19
21072,1,1,379,1251,872
21073,1,1,501,1276,775
21074,1,0,187,0,-187
21075,1,1,1359,1334,-25
21076,0,0,45,0,-45
21077,1,0,18,0,-18
21078,1,0,40,0,-40
21079,0,0,16,0,-16
21080,0,0,88,0,-88
21081,1,0,27,0,-27
21082,0,0,10,0,-10
21083,1,1,1150,1894,744
21084,1,0,41,0,-41
21085,0,0,11,0,-11
21086,1,0,33,0,-33
21087,1,0,8,0,-8
21088,1,1,814,1675,861
21089,1,1,279,1287,1008
21090,1,0,35,0,-35
21091,1,0,38,0,-38
21092,1,1,50,1307,1257
21093,1,1,452,1379,927
21094,1,1,73,1587,1514
21095,1,1,290,3220,2930
21096,0,0,60,0,-60
21097,1,1,380,1351,971
21098,1,0,32,0,-32
21099,0,0,28,0,-28
21100,0,0,150,0,-150
21101,1,0,6,0,-6
21102,1,1,868,1459,591
21103,1,1,98,1906,1808
21104,1,1,248,1304,1056
21105,0,0,13,0,-13
21106,1,0,14,0,-14
21107,1,1,623,1269,646
21108,1,1,12,1239,1227
21109,1,0,4,0,-4
21110,0,0,235,0,-235
21111,0,0,230,0,-230
21112,1,1,216,1552,1336
21113,0,0,120,0,-120
21114,1,0,33,0,-33
21115,1,0,61,0,-61
21116,0,0,8,0,-8
21117,1,0,9,0,-9
21118,1,1,123,1569,1446
21119,0,0,0,0,0
21120,1,0,36,0,-36
21121,0,0,18,0,-18
21122,1,0,16,0,-16
21123,1,0,69,0,-69
21124,1,1,509,1726,1217
21125,1,0,0,0,0
21126,1,0,128,0,-128
21127,0,0,2,0,-2
21128,0,0,55,0,-55
21129,1,1,164,1525,1361
21130,1,0,37,0,-37
21131,1,1,233,1393,1160
21132,1,1,583,1772,1189
21133,0,0,123,0,-123
21134,0,0,51,0,-51
21135,1,0,19,0,-19
21136,1,1,1284,1254,-30
21137,1,1,97,1255,1158
21138,0,0,13,0,-13
21139,1,1,368,1332,964
21140,1,1,924,1575,651
21141,1,0,31,0,-31
21142,1,0,74,0,-74
21143,0,0,22,0,-22
21144,0,0,16,0,-16
21145,0,0,22,0,-22
21146,0,0,115,0,-115
21147,0,0,70,0,-70
21148,0,0,165,0,-165
21149,1,1,290,1356,1066
21150,1,1,171,1567,1396
21151,0,0,24,0,-24
21152,1,1,615,1402,787
21153,1,0,113,0,-113
21154,1,1,489,1766,1277
21155,1,1,227,1539,1312
21156,0,0,53,0,-53
21157,1,1,118,1589,1471
21158,0,0,1,0,-1
21159,0,0,32,0,-32
21160,0,0,22,0,-22
21161,1,1,970,1385,415
21162,1,1,608,1625,1017
21163,1,0,44,0,-44
21164,1,1,141,1451,1310
21165,1,1,963,1209,246
21166,0,0,23,0,-23
21167,1,1,583,1403,820
21168,0,0,56,0,-56
21169,0,0,137,0,-137
21170,1,1,271,1257,986
21171,1,0,47,0,-47
21172,0,0,3,0,-3
21173,0,0,93,0,-93
21174,0,0,10,0,-10
21175,1,0,185,0,-185
21176,1,1,365,1546,1181
21177,1,1,239,3395,3156
21178,0,0,23,0,-23
21179,1,0,5,0,-5
21180,1,0,95,0,-95
21181,0,0,73,0,-73
21182,1,0,27,0,-27
21183,0,0,43,0,-43
21184,1,1,584,1348,764
21185,0,0,16,0,-16
21186,1,0,198,0,-198
21187,0,0,49,0,-49
21188,0,0,14,0,-14
21189,1,1,59,2053,1994
21190,0,0,36,0,-36
21191,0,0,8,0,-8
21192,0,0,11,0,-11
21193,1,1,895,3095,2200
21194,0,0,31,0,-31
21195,0,0,61,0,-61
21196,0,0,2,0,-2
21197,1,1,416,1669,1253
21198,0,0,38,0,-38
21199,1,0,10,0,-10
21200,1,1,738,1441,703
21201,1,0,65,0,-65
21202,1,0,22,0,-22
21203,0,0,39,0,-39
21204,0,0,33,0,-33
21205,0,0,55,0,-55
21206,1,1,1254,1387,133
21207,1,1,327,1299,972
21208,1,1,437,1859,1422
21209,1,1,86,1272,1186
21210,1,1,281,1445,1164
21211,1,1,248,1456,1208
21212,1,1,101,2588,2487
21213,1,1,630,1427,797
21214,0,0,80,0,-80
21215,1,1,107,1338,1231
21216,1,0,36,0,-36
21217,0,0,19,0,-19
21218,1,0,2,0,-2
21219,1,0,35,0,-35
21220,0,0,4,0,-4
21221,0,0,25,0,-25
21222,0,0,139,0,-139
21223,0,0,17,0,-17
21224,1,0,58,0,-58
21225,0,0,53,0,-53
21226,1,0,37,0,-37
21227,0,0,30,0,-30
21228,1,0,36,0,-36
21229,0,0,3,0,-3
21230,1,0,20,0,-20
21231,1,1,727,1442,715
21232,1,1,424,1915,1491
21233,1,0,33,0,-33
21234,1,1,2341,1218,-1123
21235,1,0,0,0,0
21236,1,1,50,1235,1185
21237,0,0,45,0,-45
21238,0,0,146,0,-146
21239,1,0,21,0,-21
21240,1,1,676,3036,2360
21241,0,0,0,0,0
21242,1,0,12,0,-12
21243,1,0,5,0,-5
21244,0,0,298,0,-298
21245,1,0,0,0,0
21246,1,1,278,1597,1319
21247,1,1,1622,1241,-381
21248,0,0,35,0,-35
21249,1,1,611,1262,651
21250,1,0,5,0,-5
21251,0,0,64,0,-64
21252,0,0,73,0,-73
21253,1,1,90,1264,1174
21254,1,1,1041,1362,321
21255,0,0,18,0,-18
21256,0,0,0,0,0
21257,1,0,1,0,-1
21258,1,0,10,0,-10
21259,1,0,10,0,-10
21260,1,1,80,1615,1535
21261,1,0,59,0,-59
21262,1,1,1061,1246,185
21263,1,0,10,0,-10
21264,1,0,90,0,-90
21265,1,0,17,0,-17
21266,0,0,43,0,-43
21267,0,0,17,0,-17
21268,0,0,109,0,-109
21269,1,1,580,1317,737
21270,1,1,369,1428,1059
21271,1,0,1,0,-1
21272,0,0,10,0,-10
21273,0,0,10,0,-10
21274,1,0,6,0,-6
21275,1,1,1162,1272,110
21276,1,1,595,1683,1088
21277,1,1,46,1301,1255
21278,0,0,53,0,-53
21279,1,0,3,0,-3
21280,1,1,819,3000,2181
21281,1,0,12,0,-12
21282,1,0,7,0,-7
21283,0,0,27,0,-27
21284,1,1,356,1441,1085
21285,0,0,20,0,-20
21286,1,0,88,0,-88
21287,0,0,24,0,-24
21288,1,0,63,0,-63
21289,1,1,361,1228,867
21290,1,1,103,1249,1146
21291,1,0,22,0,-22
21292,0,0,100,0,-100
21293,0,0,16,0,-16
21294,0,0,43,0,-43
21295,1,0,5,0,-5
21296,1,1,549,1551,1002
21297,1,1,114,1319,1205
21298,1,0,181,0,-181
21299,0,0,49,0,-49
21300,0,0,66,0,-66
21301,1,0,5,0,-5
21302,1,0,5,0,-5
21303,1,0,36,0,-36
21304,1,1,697,1253,556
21305,1,1,846,1317,471
21306,1,1,2289,1223,-1066
21307,0,0,31,0,-31
21308,1,1,1278,1456,178
21309,1,0,21,0,-21
21310,1,0,54,0,-54
21311,0,0,73,0,-73
21312,1,1,1084,1866,782
21313,1,1,472,1661,1189
21314,1,1,1612,1204,-408
21315,0,0,30,0,-30
21316,0,0,140,0,-140
21317,0,0,17,0,-17
21318,0,0,1,0,-1
21319,1,0,114,0,-114
21320,0,0,6,0,-6
21321,1,1,863,1429,566
21322,0,0,22,0,-22
21323,1,1,439,1307,868
21324,1,0,135,0,-135
21325,0,0,87,0,-87
21326,1,1,191,1247,1056
21327,1,0,29,0,-29
21328,1,1,447,4176,3729
21329,0,0,15,0,-15
21330,1,1,1319,1520,201
21331,1,1,252,1557,1305
21332,1,0,28,0,-28
21333,1,1,349,1475,1126
21334,0,0,62,0,-62
21335,0,0,27,0,-27
21336,1,1,1333,2328,995
21337,0,0,33,0,-33
21338,0,0,69,0,-69
21339,1,1,99,1234,1135
21340,1,0,61,0,-61
21341,0,0,31,0,-31
21342,1,1,149,1443,1294
21343,1,0,52,0,-52
21344,1,0,15,0,-15
21345,1,1,2575,2529,-46
21346,0,0,100,0,-100
21347,0,0,7,0,-7
21348,1,0,28,0,-28
21349,0,0,59,0,-59
21350,0,0,59,0,-59
21351,0,0,12,0,-12
21352,0,0,15,0,-15
21353,1,0,11,0,-11
21354,1,0,43,0,-43
21355,0,0,85,0,-85
21356,1,0,31,0,-31
21357,1,1,558,1349,791
21358,1,1,106,1335,1229
21359,1,0,12,0,-12
21360,1,1,371,2169,1798
21361,1,1,223,1294,1071
21362,1,1,1672,1483,-189
21363,1,0,9,0,-9
21364,1,1,272,1475,1203
21365,0,0,215,0,-215
21366,1,0,13,0,-13
21367,1,0,14,0,-14
21368,1,0,13,0,-13
21369,0,0,17,0,-17
21370,1,0,46,0,-46
21371,1,1,597,1702,1105
21372,1,1,392,1583,1191
21373,1,1,1201,1856,655
21374,1,0,35,0,-35
21375,1,0,29,0,-29
21376,1,0,31,0,-31
21377,0,0,28,0,-28
21378,1,1,90,1883,1793
21379,0,0,0,0,0
21380,1,0,105,0,-105
21381,1,1,139,1213,1074
21382,1,0,154,0,-154
21383,1,1,830,1460,630
21384,1,0,66,0,-66
21385,0,0,37,0,-37
21386,1,1,1686,1235,-451
21387,0,0,29,0,-29
21388,1,0,10,0,-10
21389,1,0,107,0,-107
21390,1,1,573,1939,1366
21391,0,0,48,0,-48
21392,1,0,26,0,-26
21393,1,1,152,2729,2577
21394,1,0,40,0,-40
21395,0,0,85,0,-85
21396,0,0,50,0,-50
21397,0,0,68,0,-68
21398,0,0,30,0,-30
21399,1,0,51,0,-51
21400,1,1,176,1743,1567
21401,0,0,190,0,-190
21402,1,1,351,1231,880
21403,0,0,14,0,-14
21404,1,1,144,1202,1058
21405,0,0,0,0,0
21406,0,0,35,0,-35
21407,1,0,22,0,-22
21408,0,0,105,0,-105
21409,0,0,41,0,-41
21410,0,0,23,0,-23
21411,1,0,87,0,-87
21412,0,0,6,0,-6
21413,0,0,25,0,-25
21414,1,1,389,1675,1286
21415,0,0,51,0,-51
21416,0,0,11,0,-11
21417,1,0,32,0,-32
21418,1,1,714,1449,735
21419,1,0,34,0,-34
21420,0,0,18,0,-18
21421,1,1,611,1268,657
21422,1,0,8,0,-8
21423,1,0,34,0,-34
21424,0,0,54,0,-54
21425,0,0,2,0,-2
21426,1,1,459,1506,1047
21427,1,0,90,0,-90
21428,1,1,204,1325,1121
21429,1,1,248,1432,1184
21430,0,0,16,0,-16
21431,1,0,24,0,-24
21432,0,0,7,0,-7
21433,0,0,40,0,-40
21434,1,1,711,1357,646
21435,1,1,176,1390,1214
21436,1,0,21,0,-21
21437,0,0,3,0,-3
21438,1,0,20,0,-20
21439,1,1,1006,1474,468
21440,1,0,25,0,-25
21441,0,0,55,0,-55
21442,1,1,537,2923,2386
21443,1,1,803,1238,435
21444,1,0,38,0,-38
21445,1,0,103,0,-103
21446,0,0,35,0,-35
21447,1,0,228,0,-228
21448,1,0,136,0,-136
21449,1,1,568,1400,832
21450,1,0,158,0,-158
21451,1,1,939,2374,1435
21452,0,0,93,0,-93
21453,1,0,13,0,-13
21454,1,0,35,0,-35
21455,1,0,52,0,-52
21456,1,1,577,1217,640
21457,1,0,57,0,-57
21458,0,0,16,0,-16
21459,0,0,56,0,-56
21460,1,1,608,1310,702
21461,1,0,29,0,-29
21462,1,0,193,0,-193
21463,1,1,1459,1262,-197
21464,1,0,54,0,-54
21465,1,0,6,0,-6
21466,1,0,273,0,-273
21467,1,1,239,1317,1078
21468,0,0,42,0,-42
21469,0,0,20,0,-20
21470,1,0,43,0,-43
21471,1,1,272,1275,1003
21472,1,1,191,1870,1679
21473,1,1,1171,1309,138
21474,0,0,107,0,-107
21475,1,0,40,0,-40
21476,1,1,82,1238,1156
21477,1,0,42,0,-42
21478,0,0,27,0,-27
21479,0,0,44,0,-44
21480,1,1,527,1311,784
21481,1,1,500,1545,1045
21482,1,0,18,0,-18
21483,1,0,126,0,-126
21484,1,0,111,0,-111
21485,0,0,55,0,-55
21486,0,0,6,0,-6
21487,1,1,683,1212,529
21488,0,0,93,0,-93
21489,1,0,3,0,-3
21490,1,0,24,0,-24
21491,1,1,847,1473,626
21492,1,0,20,0,-20
21493,0,0,56,0,-56
21494,0,0,55,0,-55
21495,1,0,3,0,-3
21496,1,0,42,0,-42
21497,0,0,33,0,-33
21498,1,0,86,0,-86
21499,1,0,48,0,-48
21500,1,1,65,1257,1192
21501,0,0,26,0,-26
21502,1,1,866,1217,351
21503,0,0,49,0,-49
21504,1,0,13,0,-13
21505,1,1,629,1515,886
21506,0,0,127,0,-127
21507,1,0,74,0,-74
21508,1,1,339,1343,1004
21509,1,1,171,1356,1185
21510,0,0,197,0,-197
21511,1,1,365,1380,1015
21512,1,1,120,1350,1230
21513,0,0,185,0,-185
21514,1,0,23,0,-23
21515,1,0,8,0,-8
21516,1,1,88,1802,1714
21517,0,0,30,0,-30
21518,0,0,26,0,-26
21519,0,0,0,0,0
21520,1,0,30,0,-30
21521,1,0,21,0,-21
21522,1,1,217,1409,1192
21523,1,0,124,0,-124
21524,1,1,123,1429,1306
21525,1,1,360,1808,1448
21526,0,0,38,0,-38
21527,0,0,44,0,-44
21528,0,0,75,0,-75
21529,0,0,10,0,-10
21530,1,0,11,0,-11
21531,1,1,287,1520,1233
21532,1,0,47,0,-47
21533,0,0,59,0,-59
21534,0,0,39,0,-39
21535,1,1,2360,1486,-874
21536,0,0,16,0,-16
21537,0,0,24,0,-24
21538,1,0,50,0,-50
21539,1,1,202,1281,1079
21540,1,0,22,0,-22
21541,1,0,4,0,-4
21542,0,0,30,0,-30
21543,1,1,895,1273,378
21544,1,0,2,0,-2
21545,0,0,172,0,-172
21546,1,0,14,0,-14
21547,1,0,10,0,-10
21548,1,0,86,0,-86
21549,1,1,1594,1725,131
21550,1,0,198,0,-198
21551,1,1,431,1247,816
21552,0,0,9,0,-9
21553,1,0,69,0,-69
21554,0,0,22,0,-22
21555,1,0,22,0,-22
21556,0,0,7,0,-7
21557,1,0,48,0,-48
21558,1,1,46,1535,1489
21559,0,0,7,0,-7
21560,0,0,120,0,-120
21561,0,0,2,0,-2
21562,1,0,5,0,-5
21563,1,0,161,0,-161
21564,1,1,112,1394,1282
21565,1,0,166,0,-166
21566,0,0,109,0,-109
21567,1,0,111,0,-111
21568,0,0,98,0,-98
21569,1,1,2294,1778,-516
21570,1,0,8,0,-8
21571,1,0,149,0,-149
21572,0,0,17,0,-17
21573,1,1,169,1517,1348
21574,1,1,97,1535,1438
21575,0,0,3,0,-3
21576,1,0,67,0,-67
21577,0,0,30,0,-30
21578,0,0,56,0,-56
21579,1,0,39,0,-39
21580,1,1,392,1903,1511
21581,1,1,624,1214,590
21582,1,1,943,1516,573
21583,0,0,17,0,-17
21584,1,1,302,1472,1170
21585,1,0,15,0,-15
21586,1,1,245,1255,1010
21587,0,0,2,0,-2
21588,1,0,48,0,-48
21589,1,0,57,0,-57
21590,0,0,29,0,-29
21591,0,0,34,0,-34
21592,1,1,276,1655,1379
21593,1,1,174,1241,1067
21594,1,1,176,1244,1068
21595,0,0,38,0,-38
21596,1,1,658,1579,921
21597,1,1,218,1418,1200
21598,0,0,5,0,-5
21599,0,0,61,0,-61
21600,0,0,41,0,-41
21601,1,0,32,0,-32
21602,1,1,342,1939,1597
21603,1,1,470,1210,740
21604,0,0,9,0,-9
21605,0,0,67,0,-67
21606,0,0,1,0,-1
21607,1,0,78,0,-78
21608,0,0,206,0,-206
21609,1,1,36,1518,1482
21610,0,0,153,0,-153
21611,1,0,9,0,-9
21612,1,0,24,0,-24
21613,1,1,101,1986,1885
21614,1,0,8,0,-8
21615,1,0,151,0,-151
21616,1,0,53,0,-53
21617,1,0,2,0,-2
21618,1,0,19,0,-19
21619,1,1,349,1692,1343
21620,1,0,37,0,-37
21621,0,0,32,0,-32
21622,1,1,1211,1268,57
21623,1,0,1,0,-1
21624,1,0,7,0,-7
21625,1,1,124,2272,2148
21626,1,0,27,0,-27
21627,1,1,902,1356,454
21628,1,1,1432,1230,-202
21629,1,1,197,1255,1058
21630,0,0,4,0,-4
21631,1,0,60,0,-60
21632,0,0,10,0,-10
21633,0,0,8,0,-8
21634,1,0,186,0,-186
21635,1,1,811,1249,438
21636,1,1,1190,1739,549
21637,1,0,1,0,-1
21638,1,0,15,0,-15
21639,0,0,16,0,-16
21640,1,0,54,0,-54
21641,1,0,106,0,-106
21642,0,0,20,0,-20
21643,0,0,127,0,-127
21644,0,0,6,0,-6
21645,0,0,48,0,-48
21646,1,1,1117,1441,324
21647,1,1,105,1445,1340
21648,1,1,875,1580,705
21649,0,0,37,0,-37
21650,1,1,176,1253,1077
21651,0,0,29,0,-29
21652,1,0,79,0,-79
21653,1,1,369,1297,928
21654,1,0,56,0,-56
21655,1,0,67,0,-67
21656,0,0,39,0,-39
21657,1,0,2,0,-2
21658,1,0,43,0,-43
21659,1,1,316,1259,943
21660,1,0,7,0,-7
21661,0,0,50,0,-50
21662,1,0,53,0,-53
21663,1,0,37,0,-37
21664,1,0,79,0,-79
21665,1,0,158,0,-158
21666,0,0,14,0,-14
21667,1,1,145,1780,1635
21668,0,0,100,0,-100
21669,1,0,15,0,-15
21670,0,0,28,0,-28
21671,1,0,41,0,-41
21672,1,0,25,0,-25
21673,1,0,38,0,-38
21674,0,0,0,0,0
21675,1,0,93,0,-93
21676,1,0,68,0,-68
21677,0,0,11,0,-11
21678,1,0,32,0,-32
21679,0,0,106,0,-106
21680,0,0,129,0,-129
21681,1,1,971,1294,323
21682,1,1,101,2195,2094
21683,0,0,29,0,-29
21684,0,0,5,0,-5
21685,1,1,209,1518,1309
21686,0,0,103,0,-103
21687,1,1,839,1222,383
21688,0,0,7,0,-7
21689,1,0,38,0,-38
21690,1,1,874,2196,1322
21691,0,0,0,0,0
21692,0,0,64,0,-64
21693,1,1,815,1631,816
21694,1,1,320,1601,1281
21695,1,1,1442,1298,-144
21696,0,0,22,0,-22
21697,0,0,1,0,-1
21698,0,0,18,0,-18
21699,0,0,2,0,-2
21700,0,0,31,0,-31
21701,1,1,85,1579,1494
21702,1,0,24,0,-24
21703,1,0,28,0,-28
21704,0,0,115,0,-115
21705,0,0,0,0,0
21706,1,1,136,1258,1122
21707,1,0,62,0,-62
21708,0,0,84,0,-84
21709,0,0,74,0,-74
21710,1,0,70,0,-70
21711,0,0,0,0,0
21712,0,0,3,0,-3
21713,1,1,302,2039,1737
21714,1,0,20,0,-20
21715,1,1,312,1722,1410
21716,0,0,86,0,-86
21717,0,0,48,0,-48
21718,1,0,27,0,-27
21719,1,1,243,1895,1652
21720,1,0,19,0,-19
21721,1,0,0,0,0
21722,1,0,58,0,-58
21723,1,0,25,0,-25
21724,0,0,23,0,-23
21725,0,0,7,0,-7
21726,1,0,53,0,-53
21727,1,0,52,0,-52
21728,1,0,40,0,-40
21729,0,0,40,0,-40
21730,0,0,44,0,-44
21731,0,0,5,0,-5
21732,1,0,3,0,-3
21733,0,0,39,0,-39
21734,1,1,907,2302,1395
21735,1,0,7,0,-7
21736,0,0,25,0,-25
21737,1,1,535,1225,690
21738,0,0,94,0,-94
21739,1,0,37,0,-37
21740,1,0,78,0,-78
21741,0,0,65,0,-65
21742,1,0,1,0,-1
21743,0,0,129,0,-129
21744,0,0,4,0,-4
21745,1,1,59,1357,1298
21746,0,0,11,0,-11
21747,1,0,4,0,-4
21748,0,0,56,0,-56
21749,1,0,48,0,-48
21750,0,0,42,0,-42
21751,1,0,87,0,-87
21752,0,0,21,0,-21
21753,1,1,486,1569,1083
21754,0,0,3,0,-3
21755,1,0,94,0,-94
21756,1,1,865,1409,544
21757,1,0,6,0,-6
21758,1,1,277,1377,1100
21759,1,1,330,1225,895
21760,1,0,34,0,-34
21761,1,1,340,1369,1029
21762,1,1,89,1297,1208
21763,1,1,303,1608,1305
21764,1,1,134,1247,1113
21765,0,0,94,0,-94
21766,0,0,55,0,-55
21767,0,0,4,0,-4
21768,1,0,69,0,-69
21769,0,0,29,0,-29
21770,0,0,13,0,-13
21771,0,0,85,0,-85
21772,1,0,71,0,-71
21773,0,0,35,0,-35
21774,1,1,265,1244,979
21775,1,0,208,0,-208
21776,0,0,14,0,-14
21777,1,1,1312,1496,184
21778,1,0,32,0,-32
21779,1,1,152,1453,1301
21780,0,0,7,0,-7
21781,1,0,37,0,-37
21782,1,1,496,1284,788
21783,1,0,102,0,-102
21784,1,0,22,0,-22
21785,1,1,735,1305,570
21786,1,1,371,1219,848
21787,1,0,32,0,-32
21788,0,0,11,0,-11
21789,1,0,8,0,-8
21790,1,1,149,1239,1090
21791,1,1,622,2082,1460
21792,0,0,25,0,-25
21793,1,1,331,1579,1248
21794,1,0,7,0,-7
21795,1,1,353,2804,2451
21796,0,0,6,0,-6
21797,1,0,29,0,-29
21798,0,0,89,0,-89
21799,1,1,134,1297,1163
21800,0,0,4,0,-4
21801,1,0,5,0,-5
21802,0,0,76,0,-76
21803,1,1,171,2185,2014
21804,1,1,330,1445,1115
21805,1,0,88,0,-88
21806,0,0,3,0,-3
21807,0,0,17,0,-17
21808,0,0,23,0,-23
21809,0,0,50,0,-50
21810,0,0,32,0,-32
21811,0,0,7,0,-7
21812,0,0,0,0,0
21813,1,1,2075,1240,-835
21814,1,1,600,1603,1003
21815,1,1,339,1230,891
21816,1,0,63,0,-63
21817,0,0,37,0,-37
21818,1,0,79,0,-79
21819,1,0,35,0,-35
21820,0,0,13,0,-13
21821,0,0,1,0,-1
21822,0,0,104,0,-104
21823,0,0,33,0,-33
21824,1,0,15,0,-15
21825,1,0,7,0,-7
21826,0,0,64,0,-64
21827,1,0,15,0,-15
21828,1,1,1200,2609,1409
21829,0,0,25,0,-25
21830,1,1,584,1596,1012
21831,0,0,109,0,-109
21832,0,0,21,0,-21
21833,1,0,83,0,-83
21834,0,0,18,0,-18
21835,1,0,216,0,-216
21836,1,1,94,2171,2077
21837,0,0,28,0,-28
21838,1,0,39,0,-39
21839,1,1,607,1396,789
21840,0,0,86,0,-86
21841,1,1,895,1271,376
21842,0,0,93,0,-93
21843,0,0,69,0,-69
21844,1,0,62,0,-62
21845,1,0,37,0,-37
21846,1,0,33,0,-33
21847,1,1,140,1326,1186
21848,1,1,560,3089,2529
21849,1,1,421,1231,810
21850,0,0,36,0,-36
21851,1,0,44,0,-44
21852,0,0,109,0,-109
21853,0,0,54,0,-54
21854,0,0,33,0,-33
21855,1,1,148,1467,1319
21856,1,0,21,0,-21
21857,0,0,5,0,-5
21858,1,0,13,0,-13
21859,0,0,207,0,-207
21860,0,0,54,0,-54
21861,1,1,1727,1378,-349
21862,0,0,178,0,-178
21863,0,0,75,0,-75
21864,0,0,86,0,-86
21865,0,0,0,0,0
21866,0,0,23,0,-23
21867,1,0,33,0,-33
21868,1,0,57,0,-57
21869,0,0,61,0,-61
21870,1,0,43,0,-43
21871,1,0,6,0,-6
21872,0,0,25,0,-25
21873,0,0,111,0,-111
21874,1,0,7,0,-7
21875,1,1,1352,2027,675
21876,0,0,55,0,-55
21877,0,0,17,0,-17
21878,1,1,379,1298,919
21879,1,0,56,0,-56
21880,1,0,20,0,-20
21881,1,0,7,0,-7
21882,1,1,145,2591,2446
21883,1,1,551,1259,708
21884,0,0,5,0,-5
21885,1,1,323,1524,1201
21886,0,0,19,0,-19
21887,0,0,49,0,-49
21888,1,0,4,0,-4
21889,0,0,20,0,-20
21890,0,0,126,0,-126
21891,1,0,28,0,-28
21892,0,0,12,0,-12
21893,1,1,20,1386,1366
21894,1,0,19,0,-19
21895,1,1,587,2556,1969
21896,1,1,401,1384,983
21897,1,0,10,0,-10
